item,element,year,value,unit
Raw hides and skins of sheep or lambs,Production,2021,1153.92,t
Raw hides and skins of sheep or lambs,Producing Animals/Slaughtered,2021,993300.0,An
Raw milk of buffalo,Yield/Carcass Weight,2021,571.0,kg/An
Raw milk of buffalo,Production,2021,299625.0,t
Raw milk of buffalo,Milk Animals,2021,525000.0,An
Raw milk of cattle,Yield/Carcass Weight,2021,1256.0,kg/An
Raw milk of cattle,Production,2021,10786500.0,t
Raw milk of cattle,Milk Animals,2021,8590800.0,An
Raw milk of goats,Yield/Carcass Weight,2021,96.0,kg/An
Raw milk of goats,Production,2021,838950.0,t
Raw milk of goats,Milk Animals,2021,8779000.0,An
Raw milk of sheep,Yield/Carcass Weight,2021,49.0,kg/An
Raw milk of sheep,Production,2021,59925.0,t
Raw milk of sheep,Milk Animals,2021,1214000.0,An
Rice,Area harvested,2021,11666205.0,ha
Rice,Yield,2021,4866.4,kg/ha
Rice,Production,2021,56772472.25,t
"Seed cotton, unginned",Area harvested,2021,15848.0,ha
"Seed cotton, unginned",Yield,2021,4417.0,kg/ha
"Seed cotton, unginned",Production,2021,70000.0,t
Sesame seed,Area harvested,2021,34701.0,ha
Sesame seed,Yield,2021,934.7,kg/ha
Sesame seed,Production,2021,32434.0,t
Sheep,Stocks,2021,3679000.0,An
"Sheep fat, unrendered",Production,2021,405.77,t
"Sheep fat, unrendered",Producing Animals/Slaughtered,2021,993300.0,An
"Shorn wool, greasy, including fleece-washed shorn wool",Production,2021,2508.78,t
Skim milk of cows,Production,2021,613947.26,t
Sorghum,Area harvested,2021,54.0,ha
Sorghum,Yield,2021,1166.7,kg/ha
Sorghum,Production,2021,63.0,t
Soya bean oil,Production,2021,413900.0,t
Soya beans,Area harvested,2021,57648.0,ha
Soya beans,Yield,2021,1581.6,kg/ha
Soya beans,Production,2021,91176.0,t
Spinach,Area harvested,2021,9976.0,ha
Spinach,Yield,2021,6066.2,kg/ha
Spinach,Production,2021,60516.0,t
Strawberries,Area harvested,2021,17.0,ha
Strawberries,Yield,2021,8207.4,kg/ha
Strawberries,Production,2021,139.0,t
Sugar cane,Area harvested,2021,77827.0,ha
Sugar cane,Yield,2021,42819.9,kg/ha
Sugar cane,Production,2021,3332546.0,t
Sweet potatoes,Area harvested,2021,26517.0,ha
Sweet potatoes,Yield,2021,10551.8,kg/ha
Sweet potatoes,Production,2021,279801.0,t
"Tangerines, mandarins, clementines",Area harvested,2021,0.0,ha
"Tangerines, mandarins, clementines",Production,2021,0.0,t
Tea leaves,Area harvested,2021,54936.0,ha
Tea leaves,Yield,2021,7499.6,kg/ha
Tea leaves,Production,2021,412000.0,t
Tomatoes,Area harvested,2021,29493.0,ha
Tomatoes,Yield,2021,15183.8,kg/ha
Tomatoes,Production,2021,447815.0,t
Unmanufactured tobacco,Area harvested,2021,40307.0,ha
Unmanufactured tobacco,Yield,2021,2208.1,kg/ha
Unmanufactured tobacco,Production,2021,89002.0,t
Wheat,Area harvested,2021,328938.0,ha
Wheat,Yield,2021,3299.6,kg/ha
Wheat,Production,2021,1085368.0,t
"Beef and Buffalo Meat, primary",Yield/Carcass Weight,2021,73.0,kg/An
"Beef and Buffalo Meat, primary",Production,2021,207426.55,t
"Beef and Buffalo Meat, primary",Producing Animals/Slaughtered,2021,2842403.0,An
Butter and Ghee,Production,2021,36877.39,t
Cattle and Buffaloes,Stocks,2021,26045000.0,An
"Cereals, primary",Area harvested,2021,12486320.0,ha
"Cereals, primary",Yield,2021,4964.4,kg/ha
"Cereals, primary",Production,2021,61986999.44,t
Cheese (All Kinds),Production,2021,1268.76,t
"Citrus Fruit, Total",Area harvested,2021,72088.0,ha
"Citrus Fruit, Total",Yield,2021,2275.1,kg/ha
"Citrus Fruit, Total",Production,2021,164008.0,t
Eggs Primary,Yield/Carcass Weight,2021,3863.0,g/An
Eggs Primary,Production,2021,1104900.0,t
Eggs Primary,Laying,2021,286000.0,1000 An
"Fibre Crops, Fibre Equivalent",Area harvested,2021,699975.0,ha
"Fibre Crops, Fibre Equivalent",Yield,2021,2438.5,kg/ha
"Fibre Crops, Fibre Equivalent",Production,2021,1706886.97,t
Fruit Primary,Area harvested,2021,448658.0,ha
Fruit Primary,Yield,2021,12134.6,kg/ha
Fruit Primary,Production,2021,5444268.0,t
"Meat, Poultry",Yield/Carcass Weight,2021,749.0,g/An
"Meat, Poultry",Production,2021,275950.47,t
"Meat, Poultry",Producing Animals/Slaughtered,2021,368467.0,1000 An
"Meat, Total",Production,2021,736443.78,t
"Milk, Total",Yield/Carcass Weight,2021,627.0,kg/An
"Milk, Total",Production,2021,11985000.0,t
"Milk, Total",Milk Animals,2021,19108800.0,An
"Oilcrops, Cake Equivalent",Area harvested,2021,511865.0,ha
"Oilcrops, Cake Equivalent",Yield,2021,801.3,kg/ha
"Oilcrops, Cake Equivalent",Production,2021,410165.69,t
"Oilcrops, Oil Equivalent",Area harvested,2021,512256.0,ha
"Oilcrops, Oil Equivalent",Yield,2021,512.5,kg/ha
"Oilcrops, Oil Equivalent",Production,2021,262534.51,t
Poultry Birds,Stocks,2021,365852.0,1000 An
"Pulses, Total",Area harvested,2021,615233.0,ha
"Pulses, Total",Yield,2021,1140.6,kg/ha
"Pulses, Total",Production,2021,701747.0,t
"Roots and Tubers, Total",Area harvested,2021,495216.0,ha
"Roots and Tubers, Total",Yield,2021,20530.5,kg/ha
"Roots and Tubers, Total",Production,2021,10167043.0,t
Sheep and Goat Meat,Yield/Carcass Weight,2021,17.0,kg/An
Sheep and Goat Meat,Production,2021,235959.8,t
Sheep and Goat Meat,Producing Animals/Slaughtered,2021,14295300.0,An
Sheep and Goats,Stocks,2021,30283000.0,An
"Skim Milk & Buttermilk, Dry",Production,2021,384.88,t
Sugar Crops Primary,Area harvested,2021,96327.0,ha
Sugar Crops Primary,Yield,2021,36748.5,kg/ha
Sugar Crops Primary,Production,2021,3539876.0,t
Vegetables Primary,Area harvested,2021,709963.0,ha
Vegetables Primary,Yield,2021,10320.5,kg/ha
Vegetables Primary,Production,2021,7327163.0,t
Areca nuts,Area harvested,2022,39157.0,ha
Areca nuts,Yield,2022,8522.7,kg/ha
Areca nuts,Production,2022,333724.0,t
Bananas,Area harvested,2022,49609.0,ha
Bananas,Yield,2022,16653.8,kg/ha
Bananas,Production,2022,826179.0,t
Barley,Area harvested,2022,183.0,ha
Barley,Yield,2022,939.9,kg/ha
Barley,Production,2022,172.0,t
"Beans, dry",Area harvested,2022,87500.0,ha
"Beans, dry",Yield,2022,920.6,kg/ha
"Beans, dry",Production,2022,80553.0,t
Buffalo,Stocks,2022,1508000.0,An
"Buffalo fat, unrendered",Production,2022,334.75,t
"Buffalo fat, unrendered",Producing Animals/Slaughtered,2022,87326.0,An
Butter of buffalo milk,Production,2022,2501.31,t
Butter of cow milk,Production,2022,1479.04,t
"Buttermilk, dry",Production,2022,394.17,t
Cabbages,Area harvested,2022,21501.0,ha
Cabbages,Yield,2022,18372.9,kg/ha
Cabbages,Production,2022,395035.0,t
Cantaloupes and other melons,Area harvested,2022,27570.0,ha
Cantaloupes and other melons,Yield,2022,21760.6,kg/ha
Cantaloupes and other melons,Production,2022,599939.0,t
Carrots and turnips,Area harvested,2022,3912.0,ha
Carrots and turnips,Yield,2022,10415.4,kg/ha
Carrots and turnips,Production,2022,40745.0,t
Castor oil seeds,Area harvested,2022,392.0,ha
Castor oil seeds,Yield,2022,711.4,kg/ha
Castor oil seeds,Production,2022,278.76,t
Cattle,Stocks,2022,24700000.0,An
"Cattle fat, unrendered",Production,2022,6579.34,t
"Cattle fat, unrendered",Producing Animals/Slaughtered,2022,2774074.0,An
Cauliflowers and broccoli,Area harvested,2022,22835.0,ha
Cauliflowers and broccoli,Yield,2022,14990.4,kg/ha
Cauliflowers and broccoli,Production,2022,342306.0,t
Cheese from whole cow milk,Production,2022,1297.13,t
"Chick peas, dry",Area harvested,2022,4335.0,ha
"Chick peas, dry",Yield,2022,1117.9,kg/ha
"Chick peas, dry",Production,2022,4846.0,t
Chickens,Stocks,2022,311800.0,1000 An
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",Area harvested,2022,98324.0,ha
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",Yield,2022,3814.9,kg/ha
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",Production,2022,375092.64,t
Coconut oil,Production,2022,27500.0,t
"Coconuts, in shell",Area harvested,2022,29959.0,ha
"Coconuts, in shell",Yield,2022,13751.1,kg/ha
"Coconuts, in shell",Production,2022,411969.0,t
"Coir, raw",Production,2022,10315.82,t
"Cotton lint, ginned",Production,2022,22300.0,t
Cotton seed,Production,2022,42000.0,t
Cottonseed oil,Production,2022,5809.94,t
Cucumbers and gherkins,Area harvested,2022,17278.0,ha
Cucumbers and gherkins,Yield,2022,9493.9,kg/ha
Cucumbers and gherkins,Production,2022,164036.0,t
Ducks,Stocks,2022,63845.0,1000 An
"Edible offal of buffalo, fresh, chilled or frozen",Production,2022,1455.43,t
"Edible offal of buffalo, fresh, chilled or frozen",Producing Animals/Slaughtered,2022,87326.0,An
"Edible offal of cattle, fresh, chilled or frozen",Production,2022,40353.27,t
"Edible offal of cattle, fresh, chilled or frozen",Producing Animals/Slaughtered,2022,2774074.0,An
"Edible offal of goat, fresh, chilled or frozen",Production,2022,67290.7,t
"Edible offal of goat, fresh, chilled or frozen",Producing Animals/Slaughtered,2022,13387000.0,An
"Edible offal of sheep, fresh, chilled or frozen",Production,2022,1008.69,t
"Edible offal of sheep, fresh, chilled or frozen",Producing Animals/Slaughtered,2022,1013000.0,An
Eggplants (aubergines),Area harvested,2022,54205.0,ha
Eggplants (aubergines),Yield,2022,11411.2,kg/ha
Eggplants (aubergines),Production,2022,618542.0,t
"Eggs from other birds in shell, fresh, n.e.c.",Yield,2022,102.0,No/An
"Eggs from other birds in shell, fresh, n.e.c.",Yield/Carcass Weight,2022,4705.0,g/An
"Eggs from other birds in shell, fresh, n.e.c.",Production,2022,322300.0,t
"Eggs from other birds in shell, fresh, n.e.c.",Production,2022,7006000.0,1000 No
"Eggs from other birds in shell, fresh, n.e.c.",Laying,2022,68500.0,1000 An
Ghee from buffalo milk,Production,2022,2004.71,t
Ghee from cow milk,Production,2022,32000.0,t
"Ginger, raw",Area harvested,2022,10429.0,ha
"Ginger, raw",Yield,2022,7877.3,kg/ha
"Ginger, raw",Production,2022,82152.0,t
"Goat fat, unrendered",Production,2022,17303.32,t
"Goat fat, unrendered",Producing Animals/Slaughtered,2022,13387000.0,An
Goats,Stocks,2022,26774000.0,An
Green garlic,Area harvested,2022,72211.0,ha
Green garlic,Yield,2022,7295.6,kg/ha
Green garlic,Production,2022,526819.0,t
"Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg",Production,2022,98146.0,t
Groundnut oil,Production,2022,23285.03,t
"Groundnuts, excluding shelled",Area harvested,2022,36139.0,ha
"Groundnuts, excluding shelled",Yield,2022,2068.3,kg/ha
"Groundnuts, excluding shelled",Production,2022,74748.0,t
"Hen eggs in shell, fresh",Yield,2022,71.0,No/An
"Hen eggs in shell, fresh",Yield/Carcass Weight,2022,4056.0,g/An
"Hen eggs in shell, fresh",Production,2022,931800.0,t
"Hen eggs in shell, fresh",Production,2022,16347500.0,1000 No
"Hen eggs in shell, fresh",Laying,2022,229719.0,1000 An
"Jute, raw or retted",Area harvested,2022,727382.0,ha
"Jute, raw or retted",Yield,2022,2524.0,kg/ha
"Jute, raw or retted",Production,2022,1835937.0,t
"Kenaf, and other textile bast fibres, raw or retted",Area harvested,2022,25.0,ha
"Kenaf, and other textile bast fibres, raw or retted",Yield,2022,2800.0,kg/ha
"Kenaf, and other textile bast fibres, raw or retted",Production,2022,70.0,t
Lemons and limes,Area harvested,2022,59115.0,ha
Lemons and limes,Yield,2022,1614.0,kg/ha
Lemons and limes,Production,2022,95411.0,t
"Lentils, dry",Area harvested,2022,144454.0,ha
"Lentils, dry",Yield,2022,1320.4,kg/ha
"Lentils, dry",Production,2022,190743.0,t
Linseed,Area harvested,2022,5190.0,ha
Linseed,Yield,2022,719.7,kg/ha
Linseed,Production,2022,3735.0,t
Maize (corn),Area harvested,2022,478227.0,ha
Maize (corn),Yield,2022,8911.8,kg/ha
Maize (corn),Production,2022,4261845.0,t
"Mangoes, guavas and mangosteens",Area harvested,2022,139132.0,ha
"Mangoes, guavas and mangosteens",Yield,2022,10438.3,kg/ha
"Mangoes, guavas and mangosteens",Production,2022,1452303.0,t
"Meat of buffalo, fresh or chilled",Yield/Carcass Weight,2022,80.0,kg/An
"Meat of buffalo, fresh or chilled",Production,2022,6986.07,t
"Meat of buffalo, fresh or chilled",Producing Animals/Slaughtered,2022,87326.0,An
"Meat of cattle with the bone, fresh or chilled",Yield/Carcass Weight,2022,73.0,kg/An
"Meat of cattle with the bone, fresh or chilled",Production,2022,201766.34,t
"Meat of cattle with the bone, fresh or chilled",Producing Animals/Slaughtered,2022,2774074.0,An
"Meat of chickens, fresh or chilled",Yield/Carcass Weight,2022,700.0,g/An
"Meat of chickens, fresh or chilled",Production,2022,221141.13,t
"Meat of chickens, fresh or chilled",Producing Animals/Slaughtered,2022,315968.0,1000 An
"Meat of ducks, fresh or chilled",Yield/Carcass Weight,2022,1000.0,g/An
"Meat of ducks, fresh or chilled",Production,2022,62208.8,t
"Meat of ducks, fresh or chilled",Producing Animals/Slaughtered,2022,62209.0,1000 An
"Meat of goat, fresh or chilled",Yield/Carcass Weight,2022,18.0,kg/An
"Meat of goat, fresh or chilled",Production,2022,235517.44,t
"Meat of goat, fresh or chilled",Producing Animals/Slaughtered,2022,13387000.0,An
"Meat of sheep, fresh or chilled",Yield/Carcass Weight,2022,6.0,kg/An
"Meat of sheep, fresh or chilled",Production,2022,6078.0,t
"Meat of sheep, fresh or chilled",Producing Animals/Slaughtered,2022,1013000.0,An
Millet,Area harvested,2022,10979.0,ha
Millet,Yield,2022,1130.1,kg/ha
Millet,Production,2022,12407.82,t
Molasses,Production,2022,34008.44,t
Natural rubber in primary forms,Area harvested,2022,229407.0,ha
Natural rubber in primary forms,Yield,2022,100.3,kg/ha
Natural rubber in primary forms,Production,2022,23000.0,t
Oil of linseed,Production,2022,3200.0,t
Oil of sesame seed,Production,2022,7361.39,t
Okra,Area harvested,2022,12270.0,ha
Okra,Yield,2022,6946.5,kg/ha
Okra,Production,2022,85233.0,t
"Onions and shallots, dry (excluding dehydrated)",Area harvested,2022,205405.0,ha
"Onions and shallots, dry (excluding dehydrated)",Yield,2022,12254.2,kg/ha
"Onions and shallots, dry (excluding dehydrated)",Production,2022,2517070.0,t
Oranges,Area harvested,2022,885.0,ha
Oranges,Yield,2022,4011.3,kg/ha
Oranges,Production,2022,3550.0,t
"Other beans, green",Area harvested,2022,23000.0,ha
"Other beans, green",Yield,2022,7391.3,kg/ha
"Other beans, green",Production,2022,170000.0,t
Other berries and fruits of the genus vaccinium n.e.c.,Area harvested,2022,11141.0,ha
Other berries and fruits of the genus vaccinium n.e.c.,Yield,2022,7501.1,kg/ha
Other berries and fruits of the genus vaccinium n.e.c.,Production,2022,83570.0,t
"Other fibre crops, raw, n.e.c.",Area harvested,2022,1905.0,ha
"Other fibre crops, raw, n.e.c.",Yield,2022,202.0,kg/ha
"Other fibre crops, raw, n.e.c.",Production,2022,384.83,t
"Other fruits, n.e.c.",Area harvested,2022,59674.0,ha
"Other fruits, n.e.c.",Yield,2022,12622.4,kg/ha
"Other fruits, n.e.c.",Production,2022,753229.0,t
"Other meat of mammals, fresh or chilled",Production,2022,17248.36,t
"Other oil seeds, n.e.c.",Area harvested,2022,2122.0,ha
"Other oil seeds, n.e.c.",Yield,2022,1285.6,kg/ha
"Other oil seeds, n.e.c.",Production,2022,2728.0,t
Other pulses n.e.c.,Area harvested,2022,374892.0,ha
Other pulses n.e.c.,Yield,2022,1153.6,kg/ha
Other pulses n.e.c.,Production,2022,432487.0,t
"Other stimulant, spice and aromatic crops, n.e.c.",Area harvested,2022,62491.0,ha
"Other stimulant, spice and aromatic crops, n.e.c.",Yield,2022,4833.8,kg/ha
"Other stimulant, spice and aromatic crops, n.e.c.",Production,2022,302070.0,t
Other sugar crops n.e.c.,Area harvested,2022,19958.0,ha
Other sugar crops n.e.c.,Yield,2022,10495.2,kg/ha
Other sugar crops n.e.c.,Production,2022,209463.0,t
"Other tropical fruits, n.e.c.",Area harvested,2022,41596.0,ha
"Other tropical fruits, n.e.c.",Yield,2022,30196.5,kg/ha
"Other tropical fruits, n.e.c.",Production,2022,1256054.0,t
"Other vegetables, fresh n.e.c.",Area harvested,2022,184030.0,ha
"Other vegetables, fresh n.e.c.",Yield,2022,9065.2,kg/ha
"Other vegetables, fresh n.e.c.",Production,2022,1668271.48,t
Papayas,Area harvested,2022,8876.0,ha
Papayas,Yield,2022,16600.9,kg/ha
Papayas,Production,2022,147350.0,t
"Peas, dry",Area harvested,2022,7396.0,ha
"Peas, dry",Yield,2022,1099.4,kg/ha
"Peas, dry",Production,2022,8131.0,t
"Pigeon peas, dry",Area harvested,2022,433.0,ha
"Pigeon peas, dry",Yield,2022,1048.5,kg/ha
"Pigeon peas, dry",Production,2022,454.0,t
Pineapples,Area harvested,2022,9138.0,ha
Pineapples,Yield,2022,22561.2,kg/ha
Pineapples,Production,2022,206164.0,t
Plantains and cooking bananas,Area harvested,2022,11600.0,ha
Plantains and cooking bananas,Yield,2022,15813.6,kg/ha
Plantains and cooking bananas,Production,2022,183438.0,t
Pomelos and grapefruits,Area harvested,2022,5496.0,ha
Pomelos and grapefruits,Yield,2022,13894.5,kg/ha
Pomelos and grapefruits,Production,2022,76364.0,t
Potatoes,Area harvested,2022,464011.0,ha
Potatoes,Yield,2022,21863.4,kg/ha
Potatoes,Production,2022,10144835.0,t
"Pumpkins, squash and gourds",Area harvested,2022,61500.0,ha
"Pumpkins, squash and gourds",Yield,2022,12227.6,kg/ha
"Pumpkins, squash and gourds",Production,2022,752000.0,t
Rape or colza seed,Area harvested,2022,330730.0,ha
Rape or colza seed,Yield,2022,1238.7,kg/ha
Rape or colza seed,Production,2022,409659.0,t
"Rapeseed or canola oil, crude",Production,2022,217000.0,t
Raw cane or beet sugar (centrifugal only),Production,2022,83671.55,t
Raw hides and skins of buffaloes,Yield/Carcass Weight,2022,32.0,kg/An
Raw hides and skins of buffaloes,Production,2022,2765.32,t
Raw hides and skins of buffaloes,Producing Animals/Slaughtered,2022,87326.0,An
Raw hides and skins of cattle,Yield/Carcass Weight,2022,12.0,kg/An
Raw hides and skins of cattle,Production,2022,33773.93,t
Raw hides and skins of cattle,Producing Animals/Slaughtered,2022,2774074.0,An
Raw hides and skins of goats or kids,Yield/Carcass Weight,2022,5.0,kg/An
Raw hides and skins of goats or kids,Production,2022,67290.7,t
Raw hides and skins of goats or kids,Producing Animals/Slaughtered,2022,13387000.0,An
Raw hides and skins of sheep or lambs,Yield/Carcass Weight,2022,1.0,kg/An
Raw hides and skins of sheep or lambs,Production,2022,1176.8,t
Raw hides and skins of sheep or lambs,Producing Animals/Slaughtered,2022,1013000.0,An
Raw milk of buffalo,Yield/Carcass Weight,2022,619.0,kg/An
Raw milk of buffalo,Production,2022,326850.0,t
Raw milk of buffalo,Milk Animals,2022,527800.0,An
Raw milk of cattle,Yield/Carcass Weight,2022,1361.0,kg/An
Raw milk of cattle,Production,2022,11766600.0,t
Raw milk of cattle,Milk Animals,2022,8645000.0,An
Raw milk of goats,Yield/Carcass Weight,2022,98.0,kg/An
Raw milk of goats,Production,2022,915180.0,t
Raw milk of goats,Milk Animals,2022,9371000.0,An
Raw milk of sheep,Yield/Carcass Weight,2022,50.0,kg/An
Raw milk of sheep,Production,2022,65370.0,t
Raw milk of sheep,Milk Animals,2022,1313000.0,An
Rice,Area harvested,2022,11600658.0,ha
Rice,Yield,2022,4980.4,kg/ha
Rice,Production,2022,57776021.6,t
"Seed cotton, unginned",Area harvested,2022,15516.0,ha
"Seed cotton, unginned",Yield,2022,4189.2,kg/ha
"Seed cotton, unginned",Production,2022,65000.0,t
Sesame seed,Area harvested,2022,33047.0,ha
Sesame seed,Yield,2022,939.9,kg/ha
Sesame seed,Production,2022,31060.0,t
Sheep,Stocks,2022,3752000.0,An
"Sheep fat, unrendered",Production,2022,413.82,t
"Sheep fat, unrendered",Producing Animals/Slaughtered,2022,1013000.0,An
"Shorn wool, greasy, including fleece-washed shorn wool",Production,2022,2522.5,t
Skim milk of cows,Production,2022,627677.71,t
Sorghum,Area harvested,2022,66.0,ha
Sorghum,Yield,2022,1212.1,kg/ha
Sorghum,Production,2022,80.0,t
Soya bean oil,Production,2022,374000.0,t
Soya beans,Area harvested,2022,58564.0,ha
Soya beans,Yield,2022,1684.4,kg/ha
